<Meta>,<Event>,<Severity>,<Privacy>,<Subject>,<Owner>,<Object>,<Object>,<Object>,<Operation>,<Operation>,<Operation>,<Operation>,<Operation>,<Operation>,<Operation>,<Operation>,<Client>
<Def>,AuditLog.Change.Success,Critical,TRUE,,,"<PRIVACY>
設定された情報の識別情報",,,,,"<PRIVACY>
変更前の値","<PRIVACY>
変更後の値",,,,,jp.co.fujixerox.spider.infra.audit.AuditLogDaemon
<Def>,AuditLog.Change.Failure,Critical,TRUE,,,"<PRIVACY>
設定された情報の識別情報",,,,"<PRIVACY>
失敗理由","<PRIVACY>
変更要求された値",,,,,,jp.co.fujixerox.spider.infra.audit.AuditLogDaemon
<Def>,AuditLog.DeleteRequired.Accept,Critical,TRUE,<PRIVACY>,,,,,,,"<UNCLASSIFIED>
削除要求件数",,,,,,jp.co.fujixerox.spider.runtime.amcomp.AuditLogManagerComponent
<Def>,AuditLog.DeleteRequired.Reject,Critical,TRUE,<PRIVACY>,,,,,,"<UNCLASSIFIED>
拒否理由","<UNCLASSIFIED>
削除要求件数",,,,,,jp.co.fujixerox.spider.runtime.amcomp.AuditLogManagerComponent
<Def>,AuditLog.Delete.Success,Critical,"FALSE
",,,,,,,,"<UNCLASSIFIED>
削除件数","<UNCLASSIFIED>
削除された範囲の始点となる監査ログID(From)","<UNCLASSIFIED>
削除された範囲の終点となる監査ログID(To)",,,,jp.co.fujixerox.spider.infra.audit.AuditLogDaemon
<Def>,AuditLog.Delete.Failure,Critical,"FALSE
",,,,,,,"<UNCLASSIFIED>
失敗理由","<UNCLASSIFIED>
削除要求件数",,,,,,jp.co.fujixerox.spider.infra.audit.AuditLogDaemon
<Def>,AuditLog.Start,Critical,FALSE,,,,,,,,,,,,,,jp.co.fujixerox.spider.infra.audit.AuditLogDaemon
<Def>,AuditLog.Stop,Critical,FALSE,,,,,,,,,,,,,,jp.co.fujixerox.spider.infra.audit.AuditLogDaemon
<Def>,AuditLog.ReadRequired.Accept,Critical,TRUE,<PRIVACY>,,,,,,,"<UNCLASSIFIED>
読み出し要求件数",,,,,,jp.co.fujixerox.spider.runtime.amcomp.AuditLogManagerComponent
<Def>,AuditLog.ReadRequired.Reject,Critical,TRUE,<PRIVACY>,,,,,,"<UNCLASSIFIED>
拒否理由","<UNCLASSIFIED>
読み出し要求件数",,,,,,jp.co.fujixerox.spider.runtime.amcomp.AuditLogManagerComponent
<Def>,AuditLog.Read.Success,Critical,"FALSE
",,,,,,,,"<UNCLASSIFIED>
読み出された件数","<UNCLASSIFIED>
読み出された範囲の始点となる監査ログID(From)","<UNCLASSIFIED>
読み出された範囲の終点となる監査ログID(To)",,,,jp.co.fujixerox.spider.infra.audit.AuditLogDaemon
<Def>,AuditLog.Read.Failure,Critical,"FALSE
",,,,,,,"<UNCLASSIFIED>
失敗理由","<UNCLASSIFIED>
読み出し要求件数","<unclassified>
読み出し範囲の始点として要求された監査ログID(From)
（監査ログIDが取得出来ない場合は空文字）",,,,,jp.co.fujixerox.spider.infra.audit.AuditLogDaemon
<Def>,AuditLog.Read.Complete,Critical,TRUE,<PRIVACY>,,,,,,,"<UNCLASSIFIED>
フィルタリング後の読み出し件数",,,,,,jp.co.fujixerox.spider.runtime.amcomp.AuditLogManagerComponent
<Def>,AuditLog.NotifyNearFull,Critical,FALSE,,,,,,,,,,,,,,jp.co.fujixerox.spider.infra.audit.AuditLogDaemon
<Def>,AuditLog.Full,Critical,FALSE,,,,,,,,,,,,,,jp.co.fujixerox.spider.infra.audit.AuditLogDaemon
<Def>,DebugLog.ReadRequired.Accept ,Notice,TRUE,<PRIVACY>,,,,,,,,,,,,,jp.co.fujixerox.spicule.jail.cwis
<Def>,DebugLog.ReadRequired.Reject ,Critical,TRUE,<PRIVACY>,,,,,,"<PRIVACY>
失敗理由",,,,,,,jp.co.fujixerox.spicule.jail.cwis
<Def>,Backup.Triggered,Notice,TRUE,<PRIVACY>,,,,,,,,,,,,,jp.co.fujixerox.spicule.app.backuprestorecomp.BackupRestoreApplicationComponent
<Def>,Backup.Start,Notice,TRUE,,,,,,,,"<PRIVACY>
データの出力先",,,,,,jp.co.fujixerox.spicule.app.backuprestorecomp.BackupRestoreApplicationComponent
<Def>,Backup.Cancel,Notice,FALSE,,,,,,,,,,,,,,jp.co.fujixerox.spicule.app.backuprestorecomp.BackupRestoreApplicationComponent
<Def>,Backup.Abort,Notice,FALSE,,,,,,,,,,,,,,jp.co.fujixerox.spicule.app.backuprestorecomp.BackupRestoreApplicationComponent
<Def>,Backup.Complete,Notice,FALSE,,,,,,,,,,,,,,jp.co.fujixerox.spicule.app.backuprestorecomp.BackupRestoreApplicationComponent
<Def>,Backup.Data,Critical,FALSE,,,,"<UNCLASSIFIED>
バックアップ対象のデータ名",,,,,,,,,,"jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
jp.co.fujixerox.spider.runtime.sdcomp.SystemDataManagerComponent
jp.co.fujixerox.spider.runtime.tmcomp.TimerManagerComponent
jp.co.fujixerox.spider.runtime.jmcomp.JobManagerComponent
jp.co.fujixerox.spider.runtime.dmcomp.DocumentManagerComponent
jp.co.fujixerox.spider.runtime.rmcomp.RepositoryManagerComponent
jp.co.fujixerox.spider.util.deliverycomp.DeliveryUtilityComponent
jp.co.fujixerox.spicule.facility.authenticationcomp.AuthenticationFacilityComponent"
<Def>,Restore.Triggered,Notice,TRUE,<PRIVACY>,,,,,,,,,,,,,jp.co.fujixerox.spicule.app.backuprestorecomp.BackupRestoreApplicationComponent
<Def>,Restore.Start,Notice,TRUE,,,,,,,,"<PRIVACY>
データ入力元",,,,,,jp.co.fujixerox.spicule.app.backuprestorecomp.BackupRestoreApplicationComponent
<Def>,Restore.Cancel,Notice,FALSE,,,,,,,,,,,,,,jp.co.fujixerox.spicule.app.backuprestorecomp.BackupRestoreApplicationComponent
<Def>,Restore.Abort,Notice,FALSE,,,,,,,,,,,,,,jp.co.fujixerox.spicule.app.backuprestorecomp.BackupRestoreApplicationComponent
<Def>,Restore.Complete,Notice,FALSE,,,,,,,,,,,,,,jp.co.fujixerox.spicule.app.backuprestorecomp.BackupRestoreApplicationComponent
<Def>,Restore.Data,Critical,FALSE,,,,"<UNCLASSIFIED>
リストア対象のデータ名",,,,,,,,,,"jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
jp.co.fujixerox.spider.runtime.sdcomp.SystemDataManagerComponent
jp.co.fujixerox.spider.runtime.tmcomp.TimerManagerComponent
jp.co.fujixerox.spider.runtime.jmcomp.JobManagerComponent
jp.co.fujixerox.spider.runtime.dmcomp.DocumentManagerComponent
jp.co.fujixerox.spider.runtime.rmcomp.RepositoryManagerComponent
jp.co.fujixerox.spider.util.deliverycomp.DeliveryUtilityComponent
jp.co.fujixerox.spicule.facility.authenticationcomp.AuthenticationFacilityComponent"
<Def>,FullSystemBackup.Triggered,Notice,TRUE,<PRIVACY>,,,,,,,"<PRIVACY>
データ入力元",,,,,,jp.co.fujixerox.spicule.app.backuprestorecomp.BackupRestoreApplicationComponent
<Def>,FullSystemRestore.Triggered,Notice,TRUE,<PRIVACY>,,,,,,,"<PRIVACY>
データ出力先",,,,,,jp.co.fujixerox.spicule.app.backuprestorecomp.BackupRestoreApplicationComponent
<Def>,Fault.Occur,Error,FALSE,,,"<UNCLASSIFIED>
FaultID","<UNCLASSIFIED>
Chain番号
(Chain番号、Link番号を規定しないフォルト事象の場合、-1を設定する。)","<UNCLASSIFIED>
Link番号
(Chain番号、Link番号を規定しないフォルト事象の場合、-1を設定する。)",,,"<UNCLASSIFIED>
マシン製造後のプリント枚数(面数)総計
（情報が取得できないコンポーネントは-1を設定する。)","<UNCLASSIFIED>
マシン製造後のスキャン枚数(面数)総計
（情報が取得できないコンポーネントは-1を設定する。)",,,,,"jp.co.fujixerox.spider.afw.afwcomp.ApplicationFrameworkComponent
jp.co.fujixerox.spider.afw.wmcomp.AfwWindowManagerComponent
jp.co.fujixerox.spicule.facility.authenticationcomp.AuthenticationFacilityComponent
jp.co.fujixerox.spider.infra.docstoragecomp.DocumentStorageComponent
jp.co.fujixerox.spider.infra.repo.sysdatacomp.SystemDataStorageComponent
jp.co.fujixerox.spider.runtime.amcomp.AuditLogManagerComponent
jp.co.fujixerox.spider.runtime.bootcomp2.BootManagerComponent
jp.co.fujixerox.spider.runtime.dmcomp.DocumentManagerComponent
jp.co.fujixerox.spider.runtime.fmcomp.FaultManagerComponent
jp.co.fujixerox.spider.runtime.jmcomp.JobManagerComponent
jp.co.fujixerox.spider.runtime.pmcomp2.PowerManagerComponent
jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
jp.co.fujixerox.spider.runtime.rmcomp.RepositoryManagerComponent
jp.co.fujixerox.spider.runtime.sdcomp.SystemDataManagerComponent
jp.co.fujixerox.spider.runtime.tmcomp.TimerManagerComponent
jp.co.fujixerox.spider.util.devicecomp.DeviceUtilityComponent"
<Def>,Fault.Recover,Error,FALSE,,,"<UNCLASSIFIED>
FaultID","<UNCLASSIFIED>
Chain番号
(Chain番号、Link番号を規定しないフォルト事象の場合、-1を設定する。)","<UNCLASSIFIED>
Link番号
(Chain番号、Link番号を規定しないフォルト事象の場合、-1を設定する。)",,,,,,,,,"jp.co.fujixerox.spider.afw.afwcomp.ApplicationFrameworkComponent
jp.co.fujixerox.spider.afw.wmcomp.AfwWindowManagerComponent
jp.co.fujixerox.spicule.facility.authenticationcomp.AuthenticationFacilityComponent
jp.co.fujixerox.spider.infra.docstoragecomp.DocumentStorageComponent
jp.co.fujixerox.spider.infra.repo.sysdatacomp.SystemDataStorageComponent
jp.co.fujixerox.spider.runtime.amcomp.AuditLogManagerComponent
jp.co.fujixerox.spider.runtime.bootcomp2.BootManagerComponent
jp.co.fujixerox.spider.runtime.dmcomp.DocumentManagerComponent
jp.co.fujixerox.spider.runtime.fmcomp.FaultManagerComponent
jp.co.fujixerox.spider.runtime.jmcomp.JobManagerComponent
jp.co.fujixerox.spider.runtime.pmcomp2.PowerManagerComponent
jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
jp.co.fujixerox.spider.runtime.rmcomp.RepositoryManagerComponent
jp.co.fujixerox.spider.runtime.sdcomp.SystemDataManagerComponent
jp.co.fujixerox.spider.runtime.tmcomp.TimerManagerComponent
jp.co.fujixerox.spider.util.devicecomp.DeviceUtilityComponent"
<Def>,FaultHistory.Deleted,Critical,TRUE,<PRIVACY>,,,,,,,,,,,,,jp.co.fujixerox.spider.runtime.amcomp.AuditLogManagerComponent
<Def>,FaultCounter.Reset,Critical,TRUE,<PRIVACY>,,,,,,,,,,,,,jp.co.fujixerox.spider.runtime.amcomp.AuditLogManagerComponent
<Def>,Scan.Start,Information,TRUE,,"<INTERNAL>
ジョブのオーナ","<UNCLASSIFIED>
JobID",,,,,"<UNCLASSIFIED>
SequenceID",,,,,,jp.co.fujixerox.spider.runtime.iitcomp.ScannerComponent
<Def>,Scan.Abort,Information,TRUE,,"<INTERNAL>
ジョブのオーナ","<UNCLASSIFIED>
JobID",,,,,"<UNCLASSIFIED>
SequenceID",,,,,,jp.co.fujixerox.spider.runtime.iitcomp.ScannerComponent
<Def>,Scan.StateChange,Information,TRUE,,"<INTERNAL>
ジョブのオーナ","<UNCLASSIFIED>
JobID",,,,,"<UNCLASSIFIED>
SequenceID","<UNCLASSIFIED>
事象前の状態","<UNCLASSIFIED>
事象後の状態",,,,jp.co.fujixerox.spider.runtime.iitcomp.ScannerComponent
<Def>,Scan.Complete,Information,TRUE,,"<INTERNAL>
ジョブのオーナ","<UNCLASSIFIED>
JobID",,,,,"<UNCLASSIFIED>
SequenceID",,,,,,jp.co.fujixerox.spider.runtime.iitcomp.ScannerComponent
<Def>,Print.Start,Information,TRUE,,"<INTERNAL>
ジョブのオーナ","<UNCLASSIFIED>
JobID",,,,,"<UNCLASSIFIED>
SequenceID",,,,,,jp.co.fujixerox.spider.runtime.iotcomp.PrinterComponent
<Def>,Print.Abort,Information,TRUE,,"<INTERNAL>
ジョブのオーナ","<UNCLASSIFIED>
JobID",,,,,"<UNCLASSIFIED>
SequenceID",,,,,,jp.co.fujixerox.spider.runtime.iotcomp.PrinterComponent
<Def>,Print.StateChange,Information,TRUE,,"<INTERNAL>
ジョブのオーナ","<UNCLASSIFIED>
JobID",,,,,"<UNCLASSIFIED>
SequenceID","<UNCLASSIFIED>
事象前の状態","<UNCLASSIFIED>
事象後の状態",,,,jp.co.fujixerox.spider.runtime.iotcomp.PrinterComponent
<Def>,Print.StartCopyNumberChange,Warning,TRUE,,"<INTERNAL>
ジョブのオーナ","<UNCLASSIFIED>
JobID",,,,,"<UNCLASSIFIED>
SequenceID","<UNCLASSIFIED>
開始部数番号",,,,,jp.co.fujixerox.spider.runtime.iotcomp.PrinterComponent
<Def>,Print.Complete,Information,TRUE,,"<INTERNAL>
ジョブのオーナ","<UNCLASSIFIED>
JobID",,,,,"<UNCLASSIFIED>
SequenceID",,,,,,jp.co.fujixerox.spider.runtime.iotcomp.PrinterComponent
<Def>,License.Release.Success,Notice,TRUE,<PRIVACY>,,,"<UNCLASSIFIED>
解除されたライセンスの名称",,,,,,,,,,jp.co.fujixerox.spicule.app.licensecomp.LicenseApplicationComponent
<Def>,License.Release.Failure,Critical,TRUE,<PRIVACY>,,,"<UNCLASSIFIED>
解除に失敗したライセンスの名称",,,"<UNCLASSIFIED>
失敗理由",,,,,,,jp.co.fujixerox.spicule.app.licensecomp.LicenseApplicationComponent
<Def>,License.Install.Success,Notice,TRUE,<PRIVACY>,,,"<UNCLASSIFIED>
導入されたライセンスの名称",,,,,,,,,,jp.co.fujixerox.spicule.app.licensecomp.LicenseApplicationComponent
<Def>,License.Install.Failure,Critical,TRUE,<PRIVACY>,,,"<UNCLASSIFIED>
導入に失敗したライセンスの名称",,,"<UNCLASSIFIED>
失敗理由",,,,,,,jp.co.fujixerox.spicule.app.licensecomp.LicenseApplicationComponent
<Def>,License.Activation.Success,Notice,TRUE,<PRIVACY>,,,"<UNCLASSIFIED>
認証されたライセンスの名称",,,,,,,,,,jp.co.fujixerox.spicule.app.licensecomp.LicenseApplicationComponent
<Def>,License.Activation.Failure,Critical,TRUE,<PRIVACY>,,,"<UNCLASSIFIED>
認証に失敗したライセンスの名称",,,"<UNCLASSIFIED>
失敗理由",,,,,,,jp.co.fujixerox.spicule.app.licensecomp.LicenseApplicationComponent
<Def>,License.Mode.Changed,Critical,TRUE,<PRIVACY>,,,"<UNCLASSIFIED>
状態が変更されたライセンスの名称",,,"<UNCLASSIFIED>
変更後の状態",,,,,,,jp.co.fujixerox.spicule.app.licensecomp.LicenseApplicationComponent
